,datetime,Car Park Id,Short Description,Date,Occupancy,Occupancy Percentage,Override Active,State,latitude,longitude
14848,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 11:35:00,95,24.42,false,Spaces,50.726394,-1.8369689999999999
14877,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 11:40:00,97,24.94,false,Spaces,50.726394,-1.8369689999999999
14882,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 11:45:00,95,24.42,false,Spaces,50.726394,-1.8369689999999999
14911,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 11:50:00,91,23.39,false,Spaces,50.726394,-1.8369689999999999
14936,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 11:55:00,92,23.65,false,Spaces,50.726394,-1.8369689999999999
14965,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 12:00:00,87,22.37,false,Spaces,50.726394,-1.8369689999999999
14970,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 12:05:00,91,23.39,false,Spaces,50.726394,-1.8369689999999999
14999,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 12:10:00,95,24.42,false,Spaces,50.726394,-1.8369689999999999
15024,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 12:15:00,92,23.65,false,Spaces,50.726394,-1.8369689999999999
15053,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 12:20:00,93,23.91,false,Spaces,50.726394,-1.8369689999999999
15058,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 12:25:00,96,24.68,false,Spaces,50.726394,-1.8369689999999999
15087,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 12:30:00,100,25.71,false,Spaces,50.726394,-1.8369689999999999
15112,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 12:35:00,97,24.94,false,Spaces,50.726394,-1.8369689999999999
15141,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 12:40:00,101,25.96,false,Spaces,50.726394,-1.8369689999999999
15146,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 12:45:00,97,24.94,false,Spaces,50.726394,-1.8369689999999999
15175,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 12:50:00,93,23.91,false,Spaces,50.726394,-1.8369689999999999
15200,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 12:55:00,96,24.68,false,Spaces,50.726394,-1.8369689999999999
15229,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 13:00:00,98,25.19,false,Spaces,50.726394,-1.8369689999999999
15234,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 13:05:00,95,24.42,false,Spaces,50.726394,-1.8369689999999999
15263,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 13:10:00,96,24.68,false,Spaces,50.726394,-1.8369689999999999
15288,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 13:15:00,96,24.68,false,Spaces,50.726394,-1.8369689999999999
15317,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 13:20:00,94,24.16,false,Spaces,50.726394,-1.8369689999999999
15322,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 13:25:00,91,23.39,false,Spaces,50.726394,-1.8369689999999999
15351,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 13:30:00,93,23.91,false,Spaces,50.726394,-1.8369689999999999
15376,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 13:35:00,91,23.39,false,Spaces,50.726394,-1.8369689999999999
15405,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 13:40:00,87,22.37,false,Spaces,50.726394,-1.8369689999999999
15410,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 13:45:00,86,22.11,false,Spaces,50.726394,-1.8369689999999999
15439,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 13:50:00,80,20.57,false,Spaces,50.726394,-1.8369689999999999
15464,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 13:55:00,84,21.59,false,Spaces,50.726394,-1.8369689999999999
15493,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 14:00:00,79,20.31,false,Spaces,50.726394,-1.8369689999999999
15497,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 14:05:00,79,20.31,false,Spaces,50.726394,-1.8369689999999999
15526,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 14:10:00,78,20.05,false,Spaces,50.726394,-1.8369689999999999
15551,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 14:15:00,83,21.34,false,Spaces,50.726394,-1.8369689999999999
15580,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 14:20:00,84,21.59,false,Spaces,50.726394,-1.8369689999999999
15585,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 14:25:00,79,20.31,false,Spaces,50.726394,-1.8369689999999999
15614,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 14:30:00,78,20.05,false,Spaces,50.726394,-1.8369689999999999
15639,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 14:35:00,79,20.31,false,Spaces,50.726394,-1.8369689999999999
15668,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 14:40:00,83,21.34,false,Spaces,50.726394,-1.8369689999999999
15673,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 14:45:00,82,21.08,false,Spaces,50.726394,-1.8369689999999999
15702,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 14:50:00,83,21.34,false,Spaces,50.726394,-1.8369689999999999
15727,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 14:55:00,85,21.85,false,Spaces,50.726394,-1.8369689999999999
15754,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 15:00:00,81,20.82,false,Spaces,50.726394,-1.8369689999999999
15759,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 15:05:00,82,21.08,false,Spaces,50.726394,-1.8369689999999999
15786,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 15:10:00,84,21.59,false,Spaces,50.726394,-1.8369689999999999
15810,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 15:15:00,86,22.11,false,Spaces,50.726394,-1.8369689999999999
15839,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 15:20:00,87,22.37,false,Spaces,50.726394,-1.8369689999999999
15844,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 15:25:00,85,21.85,false,Spaces,50.726394,-1.8369689999999999
15872,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 15:30:00,85,21.85,false,Spaces,50.726394,-1.8369689999999999
15896,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 15:35:00,83,21.34,false,Spaces,50.726394,-1.8369689999999999
15925,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 15:40:00,81,20.82,false,Spaces,50.726394,-1.8369689999999999
15930,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 15:45:00,81,20.82,false,Spaces,50.726394,-1.8369689999999999
15959,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 15:50:00,83,21.34,false,Spaces,50.726394,-1.8369689999999999
15984,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 15:55:00,80,20.57,false,Spaces,50.726394,-1.8369689999999999
16012,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 16:00:00,78,20.05,false,Spaces,50.726394,-1.8369689999999999
16017,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 16:05:00,73,18.77,false,Spaces,50.726394,-1.8369689999999999
16045,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 16:10:00,70,17.99,false,Spaces,50.726394,-1.8369689999999999
16069,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 16:15:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
16098,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 16:20:00,68,17.48,false,Spaces,50.726394,-1.8369689999999999
16102,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 16:25:00,70,17.99,false,Spaces,50.726394,-1.8369689999999999
16130,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 16:30:00,70,17.99,false,Spaces,50.726394,-1.8369689999999999
16155,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 16:35:00,65,16.71,false,Spaces,50.726394,-1.8369689999999999
16183,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 16:40:00,65,16.71,false,Spaces,50.726394,-1.8369689999999999
16189,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 16:45:00,65,16.71,false,Spaces,50.726394,-1.8369689999999999
16218,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 16:50:00,60,15.42,false,Spaces,50.726394,-1.8369689999999999
16242,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 16:55:00,62,15.94,false,Spaces,50.726394,-1.8369689999999999
16270,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 17:00:00,62,15.94,false,Spaces,50.726394,-1.8369689999999999
16274,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 17:05:00,60,15.42,false,Spaces,50.726394,-1.8369689999999999
16302,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 17:10:00,59,15.17,false,Spaces,50.726394,-1.8369689999999999
16326,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 17:15:00,56,14.40,false,Spaces,50.726394,-1.8369689999999999
16354,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 17:20:00,55,14.14,false,Spaces,50.726394,-1.8369689999999999
16359,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 17:25:00,51,13.11,false,Spaces,50.726394,-1.8369689999999999
16387,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 17:30:00,51,13.11,false,Spaces,50.726394,-1.8369689999999999
16413,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 17:35:00,51,13.11,false,Spaces,50.726394,-1.8369689999999999
16442,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 17:40:00,50,12.85,false,Spaces,50.726394,-1.8369689999999999
16447,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 17:45:00,45,11.57,false,Spaces,50.726394,-1.8369689999999999
16476,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 17:50:00,47,12.08,false,Spaces,50.726394,-1.8369689999999999
16501,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 17:55:00,47,12.08,false,Spaces,50.726394,-1.8369689999999999
16530,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 18:00:00,47,12.08,false,Spaces,50.726394,-1.8369689999999999
16535,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 18:05:00,45,11.57,false,Spaces,50.726394,-1.8369689999999999
16564,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 18:10:00,43,11.05,false,Spaces,50.726394,-1.8369689999999999
16589,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 18:15:00,44,11.31,false,Spaces,50.726394,-1.8369689999999999
16618,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 18:20:00,45,11.57,false,Spaces,50.726394,-1.8369689999999999
16623,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 18:25:00,45,11.57,false,Spaces,50.726394,-1.8369689999999999
16652,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 18:30:00,46,11.83,false,Spaces,50.726394,-1.8369689999999999
16677,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 18:35:00,47,12.08,false,Spaces,50.726394,-1.8369689999999999
16707,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 18:40:00,48,12.34,false,Spaces,50.726394,-1.8369689999999999
16711,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 18:45:00,50,12.85,false,Spaces,50.726394,-1.8369689999999999
16740,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 18:50:00,50,12.85,false,Spaces,50.726394,-1.8369689999999999
16766,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 18:55:00,54,13.88,false,Spaces,50.726394,-1.8369689999999999
16795,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 19:00:00,54,13.88,false,Spaces,50.726394,-1.8369689999999999
16799,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 19:05:00,55,14.14,false,Spaces,50.726394,-1.8369689999999999
16828,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 19:10:00,56,14.40,false,Spaces,50.726394,-1.8369689999999999
16854,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 19:15:00,57,14.65,false,Spaces,50.726394,-1.8369689999999999
16883,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 19:20:00,59,15.17,false,Spaces,50.726394,-1.8369689999999999
16887,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 19:25:00,63,16.20,false,Spaces,50.726394,-1.8369689999999999
16916,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 19:30:00,65,16.71,false,Spaces,50.726394,-1.8369689999999999
16941,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 19:35:00,68,17.48,false,Spaces,50.726394,-1.8369689999999999
16969,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 19:40:00,70,17.99,false,Spaces,50.726394,-1.8369689999999999
16972,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 19:45:00,71,18.25,false,Spaces,50.726394,-1.8369689999999999
17000,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 19:50:00,72,18.51,false,Spaces,50.726394,-1.8369689999999999
17025,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 19:55:00,76,19.54,false,Spaces,50.726394,-1.8369689999999999
17053,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 20:00:00,79,20.31,false,Spaces,50.726394,-1.8369689999999999
17056,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 20:05:00,83,21.34,false,Spaces,50.726394,-1.8369689999999999
17084,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 20:10:00,87,22.37,false,Spaces,50.726394,-1.8369689999999999
17109,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 20:15:00,86,22.11,false,Spaces,50.726394,-1.8369689999999999
17137,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 20:20:00,87,22.37,false,Spaces,50.726394,-1.8369689999999999
17140,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 20:25:00,88,22.62,false,Spaces,50.726394,-1.8369689999999999
17168,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 20:30:00,88,22.62,false,Spaces,50.726394,-1.8369689999999999
17193,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 20:35:00,89,22.88,false,Spaces,50.726394,-1.8369689999999999
17221,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 20:40:00,90,23.14,false,Spaces,50.726394,-1.8369689999999999
17224,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 20:45:00,91,23.39,false,Spaces,50.726394,-1.8369689999999999
17252,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 20:50:00,88,22.62,false,Spaces,50.726394,-1.8369689999999999
17277,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 20:55:00,88,22.62,false,Spaces,50.726394,-1.8369689999999999
17304,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 21:00:00,88,22.62,false,Spaces,50.726394,-1.8369689999999999
17307,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 21:05:00,88,22.62,false,Spaces,50.726394,-1.8369689999999999
17332,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 21:10:00,89,22.88,false,Spaces,50.726394,-1.8369689999999999
17356,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 21:15:00,87,22.37,false,Spaces,50.726394,-1.8369689999999999
17384,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 21:20:00,86,22.11,false,Spaces,50.726394,-1.8369689999999999
17387,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 21:25:00,85,21.85,false,Spaces,50.726394,-1.8369689999999999
17415,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 21:30:00,85,21.85,false,Spaces,50.726394,-1.8369689999999999
17438,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 21:35:00,86,22.11,false,Spaces,50.726394,-1.8369689999999999
17467,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 21:40:00,87,22.37,false,Spaces,50.726394,-1.8369689999999999
17470,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 21:45:00,87,22.37,false,Spaces,50.726394,-1.8369689999999999
17499,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 21:50:00,86,22.11,false,Spaces,50.726394,-1.8369689999999999
17524,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 21:55:00,85,21.85,false,Spaces,50.726394,-1.8369689999999999
17553,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 22:00:00,86,22.11,false,Spaces,50.726394,-1.8369689999999999
17557,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 22:05:00,88,22.62,false,Spaces,50.726394,-1.8369689999999999
17586,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 22:10:00,85,21.85,false,Spaces,50.726394,-1.8369689999999999
17612,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 22:15:00,84,21.59,false,Spaces,50.726394,-1.8369689999999999
17641,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 22:20:00,83,21.34,false,Spaces,50.726394,-1.8369689999999999
17645,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 22:25:00,80,20.57,false,Spaces,50.726394,-1.8369689999999999
17674,2019-01-30T10:23:42.356190+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 22:30:00,79,20.31,false,Spaces,50.726394,-1.8369689999999999
17699,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 22:35:00,79,20.31,false,Spaces,50.726394,-1.8369689999999999
17728,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 22:40:00,71,18.25,false,Spaces,50.726394,-1.8369689999999999
17732,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 22:45:00,58,14.91,false,Spaces,50.726394,-1.8369689999999999
17760,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 22:50:00,57,14.65,false,Spaces,50.726394,-1.8369689999999999
17785,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 22:55:00,57,14.65,false,Spaces,50.726394,-1.8369689999999999
17813,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 23:00:00,57,14.65,false,Spaces,50.726394,-1.8369689999999999
17816,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 23:05:00,57,14.65,false,Spaces,50.726394,-1.8369689999999999
17845,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 23:10:00,57,14.65,false,Spaces,50.726394,-1.8369689999999999
17871,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 23:15:00,57,14.65,false,Spaces,50.726394,-1.8369689999999999
17900,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 23:20:00,57,14.65,false,Spaces,50.726394,-1.8369689999999999
17904,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 23:25:00,57,14.65,false,Spaces,50.726394,-1.8369689999999999
17933,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 23:30:00,57,14.65,false,Spaces,50.726394,-1.8369689999999999
17958,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 23:35:00,57,14.65,false,Spaces,50.726394,-1.8369689999999999
17986,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 23:40:00,56,14.40,false,Spaces,50.726394,-1.8369689999999999
17989,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 23:45:00,52,13.37,false,Spaces,50.726394,-1.8369689999999999
18017,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 23:50:00,51,13.11,false,Spaces,50.726394,-1.8369689999999999
18042,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 23:55:00,51,13.11,false,Spaces,50.726394,-1.8369689999999999
18068,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-08 00:00:00,51,13.11,false,Spaces,50.726394,-1.8369689999999999
18074,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-08 00:05:00,51,13.11,false,Spaces,50.726394,-1.8369689999999999
18109,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-08 00:10:00,50,12.85,false,Spaces,50.726394,-1.8369689999999999
18131,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-08 00:15:00,50,12.85,false,Spaces,50.726394,-1.8369689999999999
18137,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-08 00:20:00,50,12.85,false,Spaces,50.726394,-1.8369689999999999
18172,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-08 00:25:00,50,12.85,false,Spaces,50.726394,-1.8369689999999999
18194,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-08 00:30:00,50,12.85,false,Spaces,50.726394,-1.8369689999999999
18200,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-08 00:35:00,49,12.60,false,Spaces,50.726394,-1.8369689999999999
18235,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-08 00:40:00,49,12.60,false,Spaces,50.726394,-1.8369689999999999
18257,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-08 00:45:00,49,12.60,false,Spaces,50.726394,-1.8369689999999999
18263,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-08 00:50:00,49,12.60,false,Spaces,50.726394,-1.8369689999999999
18298,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-08 00:55:00,49,12.60,false,Spaces,50.726394,-1.8369689999999999
18320,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-08 01:00:00,49,12.60,false,Spaces,50.726394,-1.8369689999999999
18326,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-08 01:05:00,49,12.60,false,Spaces,50.726394,-1.8369689999999999
18361,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-08 01:10:00,49,12.60,false,Spaces,50.726394,-1.8369689999999999
18384,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-08 01:15:00,49,12.60,false,Spaces,50.726394,-1.8369689999999999
18389,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-08 01:20:00,49,12.60,false,Spaces,50.726394,-1.8369689999999999
18425,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-08 01:25:00,49,12.60,false,Spaces,50.726394,-1.8369689999999999
18447,2019-01-30T10:23:42.371853+00:00,14,Hawkwood Road 389 Boscombe,2018-12-08 01:30:00,49,12.60,false,Spaces,50.726394,-1.8369689999999999
