,datetime,Car Park Id,Short Description,Date,Occupancy,Occupancy Percentage,Override Active,State,latitude,longitude
0,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 00:00:00,37,9.51,false,Spaces,50.726394,-1.8369689999999999
36,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 00:05:00,37,9.51,false,Spaces,50.726394,-1.8369689999999999
42,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 00:10:00,37,9.51,false,Spaces,50.726394,-1.8369689999999999
78,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 00:15:00,39,10.03,false,Spaces,50.726394,-1.8369689999999999
84,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 00:20:00,39,10.03,false,Spaces,50.726394,-1.8369689999999999
120,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 00:25:00,39,10.03,false,Spaces,50.726394,-1.8369689999999999
126,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 00:30:00,39,10.03,false,Spaces,50.726394,-1.8369689999999999
162,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 00:35:00,39,10.03,false,Spaces,50.726394,-1.8369689999999999
168,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 00:40:00,39,10.03,false,Spaces,50.726394,-1.8369689999999999
204,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 00:45:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
210,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 00:50:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
246,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 00:55:00,37,9.51,false,Spaces,50.726394,-1.8369689999999999
252,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 01:00:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
288,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 01:05:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
294,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 01:10:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
330,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 01:15:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
336,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 01:20:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
371,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 01:25:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
376,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 01:30:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
411,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 01:35:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
417,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 01:40:00,39,10.03,false,Spaces,50.726394,-1.8369689999999999
453,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 01:45:00,39,10.03,false,Spaces,50.726394,-1.8369689999999999
459,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 01:50:00,39,10.03,false,Spaces,50.726394,-1.8369689999999999
494,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 01:55:00,39,10.03,false,Spaces,50.726394,-1.8369689999999999
500,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 02:00:00,39,10.03,false,Spaces,50.726394,-1.8369689999999999
534,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 02:05:00,39,10.03,false,Spaces,50.726394,-1.8369689999999999
540,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 02:10:00,39,10.03,false,Spaces,50.726394,-1.8369689999999999
576,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 02:15:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
582,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 02:20:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
618,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 02:25:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
624,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 02:30:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
660,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 02:35:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
666,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 02:40:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
702,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 02:45:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
708,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 02:50:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
744,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 02:55:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
750,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 03:00:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
786,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 03:05:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
792,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 03:10:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
828,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 03:15:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
834,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 03:20:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
870,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 03:25:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
876,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 03:30:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
912,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 03:35:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
918,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 03:40:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
954,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 03:45:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
960,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 03:50:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
996,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 03:55:00,38,9.77,false,Spaces,50.726394,-1.8369689999999999
1002,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 04:00:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
1003,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 04:00:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
1004,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 04:00:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
1052,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 04:05:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
1057,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 04:10:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
1093,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 04:15:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
1099,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 04:20:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
1135,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 04:25:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
1141,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 04:30:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
1177,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 04:35:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
1183,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 04:40:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
1219,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 04:45:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
1225,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 04:50:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
1261,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 04:55:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
1267,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 05:00:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
1304,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 05:05:00,4,1.03,false,Spaces,50.726394,-1.8369689999999999
1309,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 05:10:00,4,1.03,false,Spaces,50.726394,-1.8369689999999999
1347,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 05:15:00,4,1.03,false,Spaces,50.726394,-1.8369689999999999
1352,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 05:20:00,4,1.03,false,Spaces,50.726394,-1.8369689999999999
1391,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 05:25:00,4,1.03,false,Spaces,50.726394,-1.8369689999999999
1396,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 05:30:00,4,1.03,false,Spaces,50.726394,-1.8369689999999999
1435,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 05:35:00,4,1.03,false,Spaces,50.726394,-1.8369689999999999
1440,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 05:40:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
1479,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 05:45:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
1484,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 05:50:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
1523,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 05:55:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
1528,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 06:00:00,6,1.54,false,Spaces,50.726394,-1.8369689999999999
1567,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 06:05:00,6,1.54,false,Spaces,50.726394,-1.8369689999999999
1572,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 06:10:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
1611,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 06:15:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
1616,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 06:20:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
1655,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 06:25:00,4,1.03,false,Spaces,50.726394,-1.8369689999999999
1660,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 06:30:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
1699,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 06:35:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
1704,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 06:40:00,4,1.03,false,Spaces,50.726394,-1.8369689999999999
1743,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 06:45:00,3,0.77,false,Spaces,50.726394,-1.8369689999999999
1748,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 06:50:00,2,0.51,false,Spaces,50.726394,-1.8369689999999999
1787,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 06:55:00,2,0.51,false,Spaces,50.726394,-1.8369689999999999
1792,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 07:00:00,2,0.51,false,Spaces,50.726394,-1.8369689999999999
1831,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 07:05:00,2,0.51,false,Spaces,50.726394,-1.8369689999999999
1836,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 07:10:00,1,0.26,false,Spaces,50.726394,-1.8369689999999999
1875,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 07:15:00,2,0.51,false,Spaces,50.726394,-1.8369689999999999
1880,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 07:20:00,3,0.77,false,Spaces,50.726394,-1.8369689999999999
1919,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 07:25:00,4,1.03,false,Spaces,50.726394,-1.8369689999999999
1924,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 07:30:00,4,1.03,false,Spaces,50.726394,-1.8369689999999999
1963,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 07:35:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
1968,2019-01-30T10:23:42.246823+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 07:40:00,4,1.03,false,Spaces,50.726394,-1.8369689999999999
2007,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 07:45:00,3,0.77,false,Spaces,50.726394,-1.8369689999999999
2012,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 07:50:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
2050,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 07:55:00,6,1.54,false,Spaces,50.726394,-1.8369689999999999
2055,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 08:00:00,6,1.54,false,Spaces,50.726394,-1.8369689999999999
2093,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 08:05:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
2098,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 08:10:00,6,1.54,false,Spaces,50.726394,-1.8369689999999999
2137,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 08:15:00,7,1.80,false,Spaces,50.726394,-1.8369689999999999
2142,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 08:20:00,7,1.80,false,Spaces,50.726394,-1.8369689999999999
2181,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 08:25:00,8,2.06,false,Spaces,50.726394,-1.8369689999999999
2186,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 08:30:00,9,2.31,false,Spaces,50.726394,-1.8369689999999999
2225,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 08:35:00,9,2.31,false,Spaces,50.726394,-1.8369689999999999
2230,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 08:40:00,11,2.83,false,Spaces,50.726394,-1.8369689999999999
2269,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 08:45:00,12,3.08,false,Spaces,50.726394,-1.8369689999999999
2274,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 08:50:00,15,3.86,false,Spaces,50.726394,-1.8369689999999999
2313,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 08:55:00,18,4.63,false,Spaces,50.726394,-1.8369689999999999
2318,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 09:00:00,19,4.88,false,Spaces,50.726394,-1.8369689999999999
2357,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 09:05:00,20,5.14,false,Spaces,50.726394,-1.8369689999999999
2362,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 09:10:00,19,4.88,false,Spaces,50.726394,-1.8369689999999999
2400,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 09:15:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
2405,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 09:20:00,23,5.91,false,Spaces,50.726394,-1.8369689999999999
2444,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 09:25:00,23,5.91,false,Spaces,50.726394,-1.8369689999999999
2449,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 09:30:00,23,5.91,false,Spaces,50.726394,-1.8369689999999999
2486,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 09:35:00,25,6.43,false,Spaces,50.726394,-1.8369689999999999
2490,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 09:40:00,22,5.66,false,Spaces,50.726394,-1.8369689999999999
2526,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 09:45:00,27,6.94,false,Spaces,50.726394,-1.8369689999999999
2530,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 09:50:00,34,8.74,false,Spaces,50.726394,-1.8369689999999999
2566,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 09:55:00,37,9.51,false,Spaces,50.726394,-1.8369689999999999
2570,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 10:00:00,39,10.03,false,Spaces,50.726394,-1.8369689999999999
2605,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 10:05:00,40,10.28,false,Spaces,50.726394,-1.8369689999999999
2610,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 10:10:00,42,10.80,false,Spaces,50.726394,-1.8369689999999999
2646,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 10:15:00,46,11.83,false,Spaces,50.726394,-1.8369689999999999
2650,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 10:20:00,51,13.11,false,Spaces,50.726394,-1.8369689999999999
2686,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 10:25:00,61,15.68,false,Spaces,50.726394,-1.8369689999999999
2690,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 10:30:00,65,16.71,false,Spaces,50.726394,-1.8369689999999999
2727,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 10:35:00,66,16.97,false,Spaces,50.726394,-1.8369689999999999
2732,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 10:40:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
2768,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 10:45:00,70,17.99,false,Spaces,50.726394,-1.8369689999999999
2773,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 10:50:00,74,19.02,false,Spaces,50.726394,-1.8369689999999999
2808,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 10:55:00,77,19.79,false,Spaces,50.726394,-1.8369689999999999
2813,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 11:00:00,76,19.54,false,Spaces,50.726394,-1.8369689999999999
2847,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 11:05:00,73,18.77,false,Spaces,50.726394,-1.8369689999999999
2852,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 11:10:00,76,19.54,false,Spaces,50.726394,-1.8369689999999999
2888,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 11:15:00,79,20.31,false,Spaces,50.726394,-1.8369689999999999
2893,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 11:20:00,82,21.08,false,Spaces,50.726394,-1.8369689999999999
2929,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 11:25:00,86,22.11,false,Spaces,50.726394,-1.8369689999999999
2934,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 11:30:00,89,22.88,false,Spaces,50.726394,-1.8369689999999999
2970,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 11:35:00,87,22.37,false,Spaces,50.726394,-1.8369689999999999
2975,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 11:40:00,88,22.62,false,Spaces,50.726394,-1.8369689999999999
3011,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 11:45:00,86,22.11,false,Spaces,50.726394,-1.8369689999999999
3016,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 11:50:00,88,22.62,false,Spaces,50.726394,-1.8369689999999999
3051,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 11:55:00,90,23.14,false,Spaces,50.726394,-1.8369689999999999
3056,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 12:00:00,93,23.91,false,Spaces,50.726394,-1.8369689999999999
3091,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 12:05:00,98,25.19,false,Spaces,50.726394,-1.8369689999999999
3096,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 12:10:00,94,24.16,false,Spaces,50.726394,-1.8369689999999999
3131,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 12:15:00,89,22.88,false,Spaces,50.726394,-1.8369689999999999
3136,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 12:20:00,87,22.37,false,Spaces,50.726394,-1.8369689999999999
3173,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 12:25:00,86,22.11,false,Spaces,50.726394,-1.8369689999999999
3178,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 12:30:00,83,21.34,false,Spaces,50.726394,-1.8369689999999999
3213,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 12:35:00,83,21.34,false,Spaces,50.726394,-1.8369689999999999
3218,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 12:40:00,81,20.82,false,Spaces,50.726394,-1.8369689999999999
3253,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 12:45:00,84,21.59,false,Spaces,50.726394,-1.8369689999999999
3258,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 12:50:00,84,21.59,false,Spaces,50.726394,-1.8369689999999999
3294,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 12:55:00,82,21.08,false,Spaces,50.726394,-1.8369689999999999
3299,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 13:00:00,79,20.31,false,Spaces,50.726394,-1.8369689999999999
3335,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 13:05:00,80,20.57,false,Spaces,50.726394,-1.8369689999999999
3339,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 13:10:00,77,19.79,false,Spaces,50.726394,-1.8369689999999999
3375,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 13:15:00,76,19.54,false,Spaces,50.726394,-1.8369689999999999
3380,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 13:20:00,74,19.02,false,Spaces,50.726394,-1.8369689999999999
3415,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 13:25:00,71,18.25,false,Spaces,50.726394,-1.8369689999999999
3420,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 13:30:00,68,17.48,false,Spaces,50.726394,-1.8369689999999999
3459,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 13:35:00,67,17.22,false,Spaces,50.726394,-1.8369689999999999
3465,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 13:40:00,64,16.45,false,Spaces,50.726394,-1.8369689999999999
3502,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 13:45:00,59,15.17,false,Spaces,50.726394,-1.8369689999999999
