datetime,Car Park Id,Short Description,Date,Occupancy,Occupancy Percentage,Override Active,State,latitude,longitude
2018-12-05 00:00:00,23,CP21 Cranmer Road,2018-12-05 00:00:00,11,8.46,false,Spaces,50.743766,-1.87747
2018-12-05 00:05:00,23,CP21 Cranmer Road,2018-12-05 00:05:00,11,8.46,false,Spaces,50.743766,-1.87747
2018-12-05 00:10:00,23,CP21 Cranmer Road,2018-12-05 00:10:00,11,8.46,false,Spaces,50.743766,-1.87747
2018-12-05 00:15:00,23,CP21 Cranmer Road,2018-12-05 00:15:00,11,8.46,false,Spaces,50.743766,-1.87747
2018-12-05 00:20:00,23,CP21 Cranmer Road,2018-12-05 00:20:00,11,8.46,false,Spaces,50.743766,-1.87747
2018-12-05 00:25:00,23,CP21 Cranmer Road,2018-12-05 00:25:00,11,8.46,false,Spaces,50.743766,-1.87747
2018-12-05 00:30:00,23,CP21 Cranmer Road,2018-12-05 00:30:00,11,8.46,false,Spaces,50.743766,-1.87747
2018-12-05 00:35:00,23,CP21 Cranmer Road,2018-12-05 00:35:00,11,8.46,false,Spaces,50.743766,-1.87747
2018-12-05 00:40:00,23,CP21 Cranmer Road,2018-12-05 00:40:00,11,8.46,false,Spaces,50.743766,-1.87747
2018-12-05 00:45:00,23,CP21 Cranmer Road,2018-12-05 00:45:00,11,8.46,false,Spaces,50.743766,-1.87747
2018-12-05 00:50:00,23,CP21 Cranmer Road,2018-12-05 00:50:00,11,8.46,false,Spaces,50.743766,-1.87747
2018-12-05 00:55:00,23,CP21 Cranmer Road,2018-12-05 00:55:00,11,8.46,false,Spaces,50.743766,-1.87747
2018-12-05 01:00:00,23,CP21 Cranmer Road,2018-12-05 01:00:00,11,8.46,false,Spaces,50.743766,-1.87747
2018-12-05 01:05:00,23,CP21 Cranmer Road,2018-12-05 01:05:00,11,8.46,false,Spaces,50.743766,-1.87747
2018-12-05 01:10:00,23,CP21 Cranmer Road,2018-12-05 01:10:00,11,8.46,false,Spaces,50.743766,-1.87747
2018-12-05 01:15:00,23,CP21 Cranmer Road,2018-12-05 01:15:00,11,8.46,false,Spaces,50.743766,-1.87747
2018-12-05 01:20:00,23,CP21 Cranmer Road,2018-12-05 01:20:00,11,8.46,false,Spaces,50.743766,-1.87747
2018-12-05 01:25:00,23,CP21 Cranmer Road,2018-12-05 01:25:00,11,8.46,false,Spaces,50.743766,-1.87747
2018-12-05 01:30:00,23,CP21 Cranmer Road,2018-12-05 01:30:00,11,8.46,false,Spaces,50.743766,-1.87747
2018-12-05 01:35:00,23,CP21 Cranmer Road,2018-12-05 01:35:00,11,8.46,false,Spaces,50.743766,-1.87747
2018-12-05 01:40:00,23,CP21 Cranmer Road,2018-12-05 01:40:00,11,8.46,false,Spaces,50.743766,-1.87747
2018-12-05 01:45:00,23,CP21 Cranmer Road,2018-12-05 01:45:00,11,8.46,false,Spaces,50.743766,-1.87747
2018-12-05 01:50:00,23,CP21 Cranmer Road,2018-12-05 01:50:00,11,8.46,false,Spaces,50.743766,-1.87747
2018-12-05 01:55:00,23,CP21 Cranmer Road,2018-12-05 01:55:00,11,8.46,false,Spaces,50.743766,-1.87747
2018-12-05 02:00:00,23,CP21 Cranmer Road,2018-12-05 02:00:00,11,8.46,false,Spaces,50.743766,-1.87747
2018-12-05 02:05:00,23,CP21 Cranmer Road,2018-12-05 02:05:00,11,8.46,false,Spaces,50.743766,-1.87747
2018-12-05 02:10:00,23,CP21 Cranmer Road,2018-12-05 02:10:00,11,8.46,false,Spaces,50.743766,-1.87747
