datetime,Car Park Id,Short Description,Date,Occupancy,Occupancy Percentage,Override Active,State,latitude,longitude
2018-12-05 00:00:00,C18183,Bath Road South Bournemouth,2018-12-05 00:00:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 00:05:00,C18183,Bath Road South Bournemouth,2018-12-05 00:05:00,31,18.13,false,Spaces,50.717074,-1.873204
2018-12-05 00:10:00,C18183,Bath Road South Bournemouth,2018-12-05 00:10:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 00:15:00,C18183,Bath Road South Bournemouth,2018-12-05 00:15:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 00:20:00,C18183,Bath Road South Bournemouth,2018-12-05 00:20:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 00:25:00,C18183,Bath Road South Bournemouth,2018-12-05 00:25:00,31,18.13,false,Spaces,50.717074,-1.873204
2018-12-05 00:30:00,C18183,Bath Road South Bournemouth,2018-12-05 00:30:00,31,18.13,false,Spaces,50.717074,-1.873204
2018-12-05 00:35:00,C18183,Bath Road South Bournemouth,2018-12-05 00:35:00,31,18.13,false,Spaces,50.717074,-1.873204
2018-12-05 00:40:00,C18183,Bath Road South Bournemouth,2018-12-05 00:40:00,31,18.13,false,Spaces,50.717074,-1.873204
2018-12-05 00:45:00,C18183,Bath Road South Bournemouth,2018-12-05 00:45:00,31,18.13,false,Spaces,50.717074,-1.873204
2018-12-05 00:50:00,C18183,Bath Road South Bournemouth,2018-12-05 00:50:00,31,18.13,false,Spaces,50.717074,-1.873204
2018-12-05 00:55:00,C18183,Bath Road South Bournemouth,2018-12-05 00:55:00,31,18.13,false,Spaces,50.717074,-1.873204
2018-12-05 01:00:00,C18183,Bath Road South Bournemouth,2018-12-05 01:00:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 01:05:00,C18183,Bath Road South Bournemouth,2018-12-05 01:05:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 01:10:00,C18183,Bath Road South Bournemouth,2018-12-05 01:10:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 01:15:00,C18183,Bath Road South Bournemouth,2018-12-05 01:15:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 01:20:00,C18183,Bath Road South Bournemouth,2018-12-05 01:20:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 01:25:00,C18183,Bath Road South Bournemouth,2018-12-05 01:25:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 01:30:00,C18183,Bath Road South Bournemouth,2018-12-05 01:30:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 01:35:00,C18183,Bath Road South Bournemouth,2018-12-05 01:35:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 01:40:00,C18183,Bath Road South Bournemouth,2018-12-05 01:40:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 01:45:00,C18183,Bath Road South Bournemouth,2018-12-05 01:45:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 01:50:00,C18183,Bath Road South Bournemouth,2018-12-05 01:50:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 01:55:00,C18183,Bath Road South Bournemouth,2018-12-05 01:55:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 02:00:00,C18183,Bath Road South Bournemouth,2018-12-05 02:00:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 02:05:00,C18183,Bath Road South Bournemouth,2018-12-05 02:05:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 02:10:00,C18183,Bath Road South Bournemouth,2018-12-05 02:10:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 02:15:00,C18183,Bath Road South Bournemouth,2018-12-05 02:15:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 02:20:00,C18183,Bath Road South Bournemouth,2018-12-05 02:20:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 02:25:00,C18183,Bath Road South Bournemouth,2018-12-05 02:25:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 02:30:00,C18183,Bath Road South Bournemouth,2018-12-05 02:30:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 02:35:00,C18183,Bath Road South Bournemouth,2018-12-05 02:35:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 02:40:00,C18183,Bath Road South Bournemouth,2018-12-05 02:40:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 02:45:00,C18183,Bath Road South Bournemouth,2018-12-05 02:45:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 02:50:00,C18183,Bath Road South Bournemouth,2018-12-05 02:50:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 02:55:00,C18183,Bath Road South Bournemouth,2018-12-05 02:55:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 03:00:00,C18183,Bath Road South Bournemouth,2018-12-05 03:00:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 03:05:00,C18183,Bath Road South Bournemouth,2018-12-05 03:05:00,32,18.71,false,Spaces,50.717074,-1.873204
2018-12-05 03:10:00,C18183,Bath Road South Bournemouth,2018-12-05 03:10:00,33,19.30,false,Spaces,50.717074,-1.873204
2018-12-05 03:15:00,C18183,Bath Road South Bournemouth,2018-12-05 03:15:00,33,19.30,false,Spaces,50.717074,-1.873204
2018-12-05 03:20:00,C18183,Bath Road South Bournemouth,2018-12-05 03:20:00,33,19.30,false,Spaces,50.717074,-1.873204
2018-12-05 03:25:00,C18183,Bath Road South Bournemouth,2018-12-05 03:25:00,33,19.30,false,Spaces,50.717074,-1.873204
2018-12-05 03:30:00,C18183,Bath Road South Bournemouth,2018-12-05 03:30:00,33,19.30,false,Spaces,50.717074,-1.873204
2018-12-05 03:35:00,C18183,Bath Road South Bournemouth,2018-12-05 03:35:00,33,19.30,false,Spaces,50.717074,-1.873204
2018-12-05 03:40:00,C18183,Bath Road South Bournemouth,2018-12-05 03:40:00,33,19.30,false,Spaces,50.717074,-1.873204
2018-12-05 03:45:00,C18183,Bath Road South Bournemouth,2018-12-05 03:45:00,33,19.30,false,Spaces,50.717074,-1.873204
2018-12-05 03:50:00,C18183,Bath Road South Bournemouth,2018-12-05 03:50:00,33,19.30,false,Spaces,50.717074,-1.873204
2018-12-05 03:55:00,C18183,Bath Road South Bournemouth,2018-12-05 03:55:00,33,19.30,false,Spaces,50.717074,-1.873204
2018-12-05 04:00:00,C18183,Bath Road South Bournemouth,2018-12-05 04:00:00,7,4.09,false,Spaces,50.717074,-1.873204
2018-12-05 04:00:00,C18183,Bath Road South Bournemouth,2018-12-05 04:00:00,33,19.30,false,Spaces,50.717074,-1.873204
2018-12-05 04:05:00,C18183,Bath Road South Bournemouth,2018-12-05 04:05:00,7,4.09,false,Spaces,50.717074,-1.873204
2018-12-05 04:10:00,C18183,Bath Road South Bournemouth,2018-12-05 04:10:00,7,4.09,false,Spaces,50.717074,-1.873204
2018-12-05 04:15:00,C18183,Bath Road South Bournemouth,2018-12-05 04:15:00,7,4.09,false,Spaces,50.717074,-1.873204
